"","V1","V2","V3","V4","V5","V6"
"226","0","0","0","0","0","0"
"227","Iowa","Western Michigan","56","4"," H -12 H 7"," A 13 A 21"
"228","Georgia State","Jacksonville State","-6","4","",""
"229","Kansas","Louisiana Tech","3","4"," A 9"," A 38"
"230","Louisiana State","Auburn","14","4"," A 3 A -33 A 3 H 24"," H 5 H 4 H 8 A -4"
"231","Akron","Louisiana-Lafayette","-5","4","",""
"232","Louisville","Florida International","72","4"," H -3"," H -38"
"233","0","0","0","0","0","0"
"234","Memphis","Arkansas State","24","4","",""
"235","Miami (FL)","Savannah State","70","4","",""
"236","Connecticut","Michigan","-3","4","",""
"237","Florida Atlantic","Middle Tennessee State","-7","4"," A 18 A -14 H -1 A -34"," H -7 A -3 H 2 A -21"
"238","Minnesota","San Jose State","19","4"," H 28"," A -10"
"239","Mississippi State","Troy","55","4","",""
"240","Indiana","Missouri","-17","4","",""
"241","Nebraska","South Dakota State","39","4","",""
"242","Nevada","Hawaii","22","4"," A 7 H -5 A 18 A 21 H 22"," H -7 A 2 H -5 H -7 H -10"
"243","Nevada-Las Vegas","Western Illinois","31","4","",""
"244","Northern Illinois","Eastern Illinois","4","4","",""
"245","Northwestern","Maine","14","4","",""
"246","Notre Dame","Michigan State","4","4"," A 11 A -7"," H 23 H 14"
"247","Ohio","Austin Peay","38","4","",""
"248","Ohio State","Florida A&amp;M","76","4","",""
"249","San Diego State","Oregon State","-4","4"," A -7"," H 19"
"250","Penn State","Kent State","34","4","",""
"251","Duke","Pittsburgh","-3","4"," H -24 H 28 A -13 A -3"," A 11 A 3 H 11 A 10"
"252","Rutgers","Arkansas","4","4","",""
"253","Southern California","Utah State","3","4"," A -17 H 16"," H 37 A 4"
"254","Stanford","Arizona State","14","4"," H 3 A 6 H 14 A -8 A 3"," H 29 A -1 A -5 H 13 H 21"
"255","Syracuse","Tulane","35","4","",""
"256","Texas","Kansas State","10","4"," A -1 A -23 A -7 H -25 H 25"," H 34 H 2 H 23 A 4 A -23"
"257","Texas A&amp;M","Southern Methodist","29","4","",""
"258","Texas Tech","Texas State","26","4","",""
"259","Texas-El Paso","Texas-San Antonio","-19","4"," H -7 H -14 A 38 A 34 A 42"," A -8 A -19 H -6 A -8 H 3"
"260","Central Michigan","Toledo","-21","4"," H -21 A 20 A -5"," H -18 A 7 H 27"
"261","UCLA","New Mexico State","46","4","",""
"262","Brigham Young","Utah","-7","4"," A -17"," H 4"
"263","Massachusetts","Vanderbilt","-17","4","",""
"264","Virginia","Virginia Military Institute","49","4","",""
"265","Virginia Tech","Marshall","8","4"," A -5"," H 31"
"266","Army","Wake Forest","-14","4"," A 21"," A 14"
"267","Washington","Idaho State","56","4","",""
"268","Washington State","Idaho","42","4","",""
"269","Western Kentucky","Morgan State","41","4","",""
"270","Wisconsin","Purdue","31","4"," A 7 A -24 A -19"," H -56 H -4 H -24"
"271","Air Force","Wyoming","-33","4"," A 22 A 8"," A 41 H 7"
"272","0","0","0","0","0","0"
"273","Tulsa","Iowa State","-17","5"," A 31"," A 38"
"274","Georgia Tech","Virginia Tech","-7","5"," A -24 H 8 A 15 H 11"," H -3 H 10 A -18 H 10"
"275","Brigham Young","Middle Tennessee State","27","5","",""
"276","San Jose State","Utah State","-28","5"," A -10 A -7 H 7 A -10"," H 37 H 13 H 28 A -4"
"277","Alabama","Mississippi","25","5"," A -7 H 52 H 21"," H -3 H 10 H 3"
"278","Arizona State","Southern California","21","5"," A 14 H 41 A -34 A -1 H 13 H 37"," H 3 A -18 H -3 H 16 A -17 H 7"
"279","0","0","0","0","0","0"
"280","Ball State","Toledo","7","5"," A -31 A -21 H 20 A 21"," H 39 H 27 A -21 H -18"
"281","Boise State","Southern Mississippi","53","5","",""
"282","Bowling Green State","Akron","17","5"," A -19 A -42 H 49"," H 9 A -7 H -40"
"283","Buffalo","Connecticut","29","5","",""
"284","Clemson","Wake Forest","49","5"," A -12 A -35 H 10 H -37 A -13"," H 15 A 13 A 14 H -56 H 24"
"285","Colorado State","Texas-El Paso","17","5"," A 3 A -24"," H -14 H -7"
"286","Duke","Troy","7","5","",""
"287","North Carolina","East Carolina","-24","5"," H 20 A 10 A -8 H 60"," A -7 H -5 A -14 H 14"
"288","Kentucky","Florida","-17","5"," A 7 H -31 A 16"," A 5 A 19 H -17"
"289","Boston College","Florida State","-14","5"," H 14 A 10 H 17 A -3"," A -56 A -37 H 32 H 63"
"290","Hawaii","Fresno State","-5","5"," A 22 H -10 A 2 H -7 A 3"," H 18 A 10 H 24 A -7 A -38"
"291","Georgia","Louisiana State","3","5"," A 5"," H 14"
"292","Texas-San Antonio","Houston","-31","5","",""
"293","Idaho","Temple","2","5","",""
"294","Illinois","Miami (OH)","36","5"," H 28"," H -14"
"295","Minnesota","Iowa","-16","5"," A 29 A -3 H -13"," H 3 H 7 H -19"
"296","Western Michigan","Kent State","-18","5"," H -33 H -21"," H -20 A 3"
"297","South Florida","Miami (FL)","-28","5"," H -18"," H 28"
"298","Missouri","Arkansas State","22","5","",""
"299","Nevada","Air Force","3","5"," A 7 A 17 H -5"," H -7 A 22 H -20"
"300","New Mexico","Nevada-Las Vegas","-14","5"," H -35 H 8 A 41"," H -4 A -20 A 24"
"301","North Carolina State","Central Michigan","34","5","",""
"302","Purdue","Northern Illinois","-31","5"," H -24"," A -3"
"303","Ohio State","Wisconsin","7","5"," A -10 H 10 A -56 A -25 H 28"," H 29 A -19 H 31 A -24 H 48"
"304","Notre Dame","Oklahoma","-14","5","",""
"305","Oregon","California","39","5"," A -41 A -21 H 24 H 28 A 26"," A 17 A 24 H -22 A 27 H -5"
"306","Oregon State","Colorado","27","5"," A -32 H -17 A 13 H -42"," H 17 H -18 A 41 A 52"
"307","Pittsburgh","Virginia","11","5"," A -3 A 11 H -7"," H -13 H -10 A 31"
"308","Rice","Florida Atlantic","4","5"," A -26 A -3 H 4"," H 45 A -14 H 17"
"309","New Mexico State","San Diego State","-10","5"," A 49"," H 5"
"310","Central Florida","South Carolina","-3","5","",""
"311","0","0","0","0","0","0"
"312","Tennessee","South Alabama","7","5"," H 32"," H 7"
"313","Arkansas","Texas A&amp;M","-12","5"," A 52 H -18 A 10 H -7"," H -7 H -4 A -3 H 10"
"314","Texas Christian","Southern Methodist","31","5"," A 10"," H -18"
"315","Texas State","Wyoming","21","5"," A -16"," H 32"
"316","Louisiana-Monroe","Tulane","-17","5"," A 22"," H -2"
"317","Vanderbilt","Alabama-Birmingham","28","5","",""
"318","Washington","Arizona","18","5"," H -21 H 24 H 52 A 10"," H 26 A -5 A -24 H -5"
"319","West Virginia","Oklahoma State","9","5"," A 31 H -10 A 23 A -3 H -7 A 12"," H 32 A -18 H 4 H 14 A -25 H 36"
"320","Western Kentucky","Navy","12","5"," A 7"," H 28"
"321","0","0","0","0","0","0"
"322","Iowa State","Texas","-1","6"," A 7 H -31 A 34 H -4 H 34"," H 25 H -25 H 10 A -23 H 22"
"323","Utah","UCLA","-7","6"," H 6 A 11 H -1 A 23"," A 14 A -5 H -5 A 28"
"324","Louisiana-Monroe","Western Kentucky","-21","6"," A -7 H 28 A -12 A 22"," A -31 A -16 H -6 A 7"
"325","Utah State","Brigham Young","-17","6"," A 4 H -11"," H -7 H 17"
"326","San Diego State","Nevada","7","6"," A -7 H -7 A -4 A -7 H 3"," H 3 A 18 H 22 H 22 A 17"
"327","Alabama","Georgia State","42","6"," H 49"," H -28"
"328","Auburn","Mississippi","8","6"," A 14 A -4 A -18"," H 3 H -3 H 10"
"329","Virginia","Ball State","-21","6","",""
"330","Baylor","West Virginia","31","6"," A -10 A -45 H 29 A 32 A -3"," A 23 A 12 A 9 H 9 A -3"
"331","Boston College","Army","21","6"," H 14"," H -14"
"332","Bowling Green State","Massachusetts","21","6"," A -42"," H 7"
"333","Buffalo","Eastern Michigan","28","6"," A -33 H 27 A 10"," H 3 H -28 A 39"
"334","Memphis","Central Florida","-7","6"," A -13 A 7 H -20"," H 3 A -3 A -3"
"335","Miami (OH)","Central Michigan","-12","6"," A 7 A 25"," H 37 A -3"
"336","Syracuse","Clemson","-35","6"," A -14 A 56 H 13 A -17 A 56"," A -12 H 24 H 49 A -13 H -37"
"337","Middle Tennessee State","East Carolina","-7","6"," A 20 A -7 A -3 H 48 A -21"," A -24 H 18 H 49 A -21 H 41"
"338","Florida","Arkansas","20","6"," A 5"," H -45"
"339","Alabama-Birmingham","Florida Atlantic","-14","6"," H -3 A 42 A 49 H -3"," H -7 H -1 A 18 A 4"
"340","Southern Mississippi","Florida International","-1","6"," A 41 A 48 A 23 H -21"," H -21 H -38 H -16 A 48"
"341","Florida State","Maryland","63","6"," A -14 A -37 A -56 H 56"," H -3 H -13 A 24 H -17"
"342","Idaho","Fresno State","-47","6"," A 32"," A -38"
"343","Tennessee","Georgia","-3","6"," H 2 A 28 H -32 H -4"," H 11 H -15 A 5 A 4"
"344","Indiana","Penn State","20","6"," A 16 H -3 H 17 A 28"," H 3 A 14 H 7 A 49"
"345","Mississippi State","Louisiana State","-33","6"," A 4 A 10 H -13"," H 14 H 24 A 21"
"346","Texas-El Paso","Louisiana Tech","-3","6"," H -14 A 38 A 34 H 23 A 42"," H -10 A 38 H -15 A -16 H -9"
"347","Louisiana-Lafayette","Texas State","24","6"," A -17 A -16 A -14 H -3"," H -31 A 17 H 7 H -7"
"348","Temple","Louisville","-23","6"," H -9 A 3 H -3 H -7"," H 7 H 14 H -3 A -21"
"349","Marshall","Texas-San Antonio","24","6"," H 42 A -11"," H 21 A -19"
"350","Miami (FL)","Georgia Tech","15","6"," A -4 H -18 A 18 H 19"," H 8 H -7 A -24 A -10"
"351","Michigan","Minnesota","29","6"," A 3 H 16 H -4 A -8 A 3"," H 14 A -3 H 11 A -3 H -16"
"352","Iowa","Michigan State","-12","6"," H 56 H 7 A -24 H 3"," H 13 A -24 H 14 H 23"
"353","Vanderbilt","Missouri","-23","6"," H -4 A 10 H 4 A -17 H 16 A -4"," A -14 H -3 A -15 H 19 A -31 H 28"
"354","Navy","Air Force","18","6"," A 4"," H -35"
"355","Nebraska","Illinois","20","6"," A -37 H -13 A -3"," A -4 H -39 A 7"
"356","New Mexico","New Mexico State","49","6"," A -7 A 5"," H -21 H -10"
"357","Kent State","Northern Illinois","-14","6"," A 3 A 9"," H 21 H 7"
"358","0","0","0","0","0","0"
"359","Akron","Ohio","-40","6"," A 17 A -7 H 9"," A 49 H 25 H -31"
"360","Northwestern","Ohio State","-10","6"," A -14 A 29 A 7"," A -18 H 7 H 10"
"361","Oklahoma","Texas Christian","3","6"," H 9 A -15 H 8 H 38 A -10"," H -3 H 10 A 10 A -4 A 2"
"362","Oklahoma State","Kansas State","4","6"," A 9 H 14 A -31 A -18 A -25 H 32"," H 23 H 2 H 34 A -23 A 10 H -10"
"363","Colorado","Oregon","-41","6"," H -24 A 22 A 52 H 17"," A 26 H 28 A -21 H 39"
"364","Tulsa","Rice","-3","6"," A -14 A 7 H -19 A -10"," H 38 H 4 A -6 H 38"
"365","Southern Methodist","Rutgers","-3","6"," H 10 A 3 H 17"," H 3 H -35 A 11"
"366","Hawaii","San Jose State","-10","6"," A 22 A 2 H -7 A 37 A 14 H -7 A 3"," A 22 A -10 A -7 H -28 H -6 H -4 H 7"
"367","South Carolina","Kentucky","7","6"," A 11 H 10 A -3 H 18 H 5"," A 42 A 16 H -31 A 6 H -17"
"368","South Florida","Cincinnati","6","6"," A -3 H -13 H -10"," H 25 A -13 H 3"
"369","Stanford","Washington","3","6"," H 14 H 14 A -8 H 6 H 50"," A 29 A 10 A -42 H -21 H 24"
"370","Kansas","Texas Tech","-38","6"," A 10 H -15 A 36 H 12 A 34"," H 10 A 8 H -18 A -10 H 7"
"371","Toledo","Western Michigan","27","6"," A -21 A 7 H 39 H 10"," H -5 H -21 A 3 H -33"
"372","Troy","South Alabama","1","6"," A 7 A -7 A -6 H -12"," H -1 A -21 H 7 H 22"
"373","Tulane","North Texas","3","6"," A -9 A 3 H 42"," A -15 H -8 H 34"
"374","Virginia Tech","North Carolina","10","6"," A -5 A -7 H 10 A 7 A -18"," H -24 A 8 A -7 H 24 H -4"
"375","Wake Forest","North Carolina State","15","6"," A 14 A 49 A 13 H -56 H -7"," A 17 H -12 H -14 A 32 A 18"
"376","California","Washington State","-22","6"," A 39 H -32 H -5 H -34"," A 24 H -28 A -7 A -3"
"377","0","0","0","0","0","0"
"378","Louisville","Rutgers","14","7"," A -23 H -3 A -21 H 7"," H 3 A 24 A 11 H -35"
"379","Air Force","San Diego State","-7","7"," A 22 A 3 A 8"," H 3 H 7 H 5"
"380","Southern California","Arizona","7","7"," H -3 H 16 A -34 A -18"," H -7 H 11 A -5 A -24"
"381","Cincinnati","Temple","18","7"," H 25 H 3 A -35"," H -7 A 10 A 3"
"382","Kentucky","Alabama","-41","7"," A 6"," A -13"
"383","Florida International","Alabama-Birmingham","-3","7"," H -21 A 48 H -38"," A 49 H -3 A 42"
"384","Arizona State","Colorado","41","7"," H 21 H 29 H 13 A -5 H 37"," H -18 A 52 A 27 A 22 H -24"
"385","Arkansas State","Idaho","24","7"," H 17"," H -16"
"386","Army","Eastern Michigan","25","7"," A 26"," H -31"
"387","Auburn","Western Carolina","59","7","",""
"388","Ball State","Kent State","3","7"," A -21 A -18 A 21"," A -18 A 9 H -14"
"389","Kansas State","Baylor","-10","7"," A 4 H 23 H 34 H 2 H -10"," A 32 H 31 H 64 A -3 H 29"
"390","Utah State","Boise State","-11","7"," A -32 H -17 H 13 H 28"," H 22 A 17 A -12 H 41"
"391","Brigham Young","Georgia Tech","18","7"," A 3"," A -10"
"392","Western Michigan","Buffalo","-33","7"," H -18 A 27 A -1 A 3"," A -20 A 10 H 29 H 28"
"393","Ohio","Central Michigan","-3","7"," H 25"," A -12"
"394","Clemson","Boston College","10","7"," A -12 H 49 H -37 A -13"," H 17 H 14 H -14 A -3"
"395","Duke","Navy","28","7"," H -3"," H 3"
"396","0","0","0","0","0","0"
"397","Louisiana State","Florida","11","7","",""
"398","Texas State","Louisiana-Monroe","-7","7"," H 7 H 2 A 17 H -31"," H 28 A 22 H -28 H -21"
"399","Florida Atlantic","Marshall","-1","7"," A 18 H -7 A -14 A -34"," H 31 A 2 H 42 H 48"
"400","Maryland","Virginia","1","7"," H -13"," H -49"
"401","Massachusetts","Miami (OH)","7","7"," A 21 A 29 A 37"," H -42 H -37 H -12"
"402","Michigan State","Indiana","14","7"," A -39 H 23"," H 17 A 16"
"403","Mississippi State","Bowling Green State","1","7","",""
"404","Georgia","Missouri","-15","7"," H 11 A -3 A 4 H 42"," H -3 H 28 A -23 A -31"
"405","Purdue","Nebraska","-37","7"," A 14 A 24 H -4"," H -13 A -3 H 20"
"406","Nevada-Las Vegas","Hawaii","2","7"," A 24 A -5 H -10 H -4"," H -5 A 22 H -10 A 37"
"407","North Texas","Middle Tennessee State","27","7"," A -41"," A -21"
"408","Northern Illinois","Akron","7","7"," A -14 H 21"," H 9 H -18"
"409","Washington","Oregon","-21","7"," H 18 A 3 H 24 H 52 A 10"," A 26 A 6 H 39 A -41 H 28"
"410","Washington State","Oregon State","-28","7"," A -3 A -22 H -34 H 12"," H -17 A -32 A 13 A -3"
"411","Penn State","Michigan","3","7"," A 20 A 14 H -3"," H 16 H 29 H -4"
